机构代码		操作员		操作类型		操作日期
665115881		TangXue   		年检      		2013-04-24		
051050550		GuoMiaoL  		年检      		2013-04-24		
L56221307		LiGuiMei  		二次证书打印		2013-04-24		
062333134		MaiLing   		新增      		2013-04-24		
687255025		LuShaoYun 		IC卡发放  		2013-04-24		
687255025		LuShaoYun 		年检      		2013-04-24		
687262452		ZengWeiGuo		年检      		2013-04-24		
665117801		LiMeiXuan 		申请表修改		2013-04-24		
L27926703		QiuMingJ  		证书打印  		2013-04-24		
L27926703		QiuMingJ  		换证      		2013-04-24		
L1985544X		GuoMiaoL  		年检      		2013-04-24		
062331040		guolili   		制卡		2013-04-24
75439873X		TangXue   		IC卡发放  		2013-04-24		
75439873X		TangXue   		年检      		2013-04-24		
L56221323		MeiJi     		新增      		2013-04-24		
L56221323		MeiJi     		IC卡发放  		2013-04-24		
L56221171		WengLiNa  		证书打印  		2013-04-24		
552758733		FengQiong 		年检      		2013-04-24		
681199974		LuShaoYun 		IC卡发放  		2013-04-24		
681199974		LuShaoYun 		年检      		2013-04-24		
062331040		guolili   		证书打印  		2013-04-24		
L45366009		ChenXiaoYi		年检      		2013-04-24		
L27931297		GuoMiaoL  		年检      		2013-04-24		
L56221307		LiGuiMei  		证书打印  		2013-04-24		
L56221315		LiLinJiao 		新增      		2013-04-24		
L56221307		LiGuiMei  		新增      		2013-04-24		
L56220523		guolili   		制卡		2013-04-24
681157037		LinYouTao 		制卡		2013-04-24
L56220523		guolili   		证书打印  		2013-04-24		
062333126		MeiJi     		新增      		2013-04-24		
062333126		MeiJi     		IC卡发放  		2013-04-24		
68119978X		LuShaoYun 		IC卡发放  		2013-04-24		
68119978X		LuShaoYun 		年检      		2013-04-24		
681157037		LinYouTao 		证书打印  		2013-04-24		
L32946610		LiMeiXuan 		年检      		2013-04-24		
594911601		guolili   		证书打印  		2013-04-24		
774285660		CaiFuYu   		年检      		2013-04-24		
051050163		ChenXiaoYi		证书打印  		2013-04-24		
062333118		MaiLing   		新增      		2013-04-24		
671078175		GuoMiaoL  		证书打印  		2013-04-24		
594911337		XieXiuHua 		证书打印  		2013-04-24		
68119978X		LuShaoYun 		IC卡发放  		2013-04-24		
68119978X		LuShaoYun 		年检      		2013-04-24		
767457241		CaiFuYu   		年检      		2013-04-24		
793138463		TangXue   		年检      		2013-04-24		
05107400X		GuoMiaoL  		证书打印  		2013-04-24		
767457911		ZhouJie   		年检      		2013-04-24		
L27937277		ZengWeiGuo		年检      		2013-04-24		
698933012		WuWeiBin  		年检      		2013-04-24		
051050163		ChenXiaoYi		换证      		2013-04-24		
665117801		LiMeiXuan 		IC卡发放  		2013-04-24		
665117801		LiMeiXuan 		变更      		2013-04-24		
681157037		XiaoYun   		换证      		2013-04-24		
681157037		XiaoYun   		IC卡发放  		2013-04-24		
681157037		XiaoYun   		IC卡废置  		2013-04-24		
06233310X		MeiJi     		新增      		2013-04-24		
06233310X		MeiJi     		IC卡发放  		2013-04-24		
681189995		LiuEnTan  		证书打印  		2013-04-24		
583913476		FangQi    		年检      		2013-04-24		
594911601		WangYunLi 		换证      		2013-04-24		
68725708X		LuShaoYun 		IC卡发放  		2013-04-24		
68725708X		LuShaoYun 		年检      		2013-04-24		
767466279		FengQiong 		年检      		2013-04-24		
589296165		XieXiuHua 		证书打印  		2013-04-24		
062327842		GuoMiaoL  		证书打印  		2013-04-24		
589296165		XieXiuHua 		换证      		2013-04-24		
687257194		LuShaoYun 		年检      		2013-04-24		
062333097		MeiJi     		新增      		2013-04-24		
062333097		MeiJi     		IC卡发放  		2013-04-24		
687257194		LuShaoYun 		年检      		2013-04-24		
294126310		LinYouTao 		制卡		2013-04-24
774286479		ZhouJie   		证书打印  		2013-04-24		
552773984		XiaoYun   		年检      		2013-04-24		
698933223		LuShaoYun 		年检      		2013-04-24		
294126310		LinYouTao 		证书打印  		2013-04-24		
428623903		XieXiuHua 		证书打印  		2013-04-24		
698933223		LuShaoYun 		年检      		2013-04-24		
051071212		guolili   		证书打印  		2013-04-24		
698916829		TangXue   		年检      		2013-04-24		
767478085		ZengWeiGuo		年检      		2013-04-24		
594948818		guolili   		证书打印  		2013-04-24		
428623903		XieXiuHua 		换证      		2013-04-24		
L2793800X		FangQi    		年检      		2013-04-24		
062333089		MaiLing   		新增      		2013-04-24		
062333070		LiGuiMei  		证书打印  		2013-04-24		
062333054		GuoYuX    		证书打印  		2013-04-24		
721286555		XieXiuHua 		年检      		2013-04-24		
294126310		LuShaoYun 		IC卡发放  		2013-04-24		
294126310		LuShaoYun 		变更      		2013-04-24		
L27926551		FangQi    		年检      		2013-04-24		
681189995		LiuEnTan  		换证      		2013-04-24		
786643103		ZengWeiGuo		年检      		2013-04-24		
062333070		LiGuiMei  		新增      		2013-04-24		
573077742		FengQiong 		证书打印  		2013-04-24		
062333062		MeiJi     		新增      		2013-04-24		
062333062		MeiJi     		IC卡发放  		2013-04-24		
567964791		XiaoYun   		年检      		2013-04-24		
062333054		GuoYuX    		新增      		2013-04-24		
06233134X		guolili   		制卡		2013-04-24
573097866		ZengWeiGuo		年检      		2013-04-24		
06233134X		guolili   		证书打印  		2013-04-24		
573077742		FengQiong 		换证      		2013-04-24		
798705375		GuoMiaoL  		证书打印  		2013-04-24		
L56220398		GuoMiaoL  		证书打印  		2013-04-24		
293702902		TangXue   		年检      		2013-04-24		
786644982		ZengWeiGuo		年检      		2013-04-24		
062331366		GuoMiaoL  		证书打印  		2013-04-24		
062333011		WengLiNa  		证书打印  		2013-04-24		
L56221294		MeiJi     		新增      		2013-04-24		
L56221294		MeiJi     		IC卡发放  		2013-04-24		
062331358		GuoMiaoL  		证书打印  		2013-04-24		
798710457		WangYunLi 		年检      		2013-04-24		
79870441X		GuoMiaoL  		证书打印  		2013-04-24		
062332991		WengLiNa  		证书打印  		2013-04-24		
L56219880		guolili   		制卡		2013-04-24
L39631275		GuoMiaoL  		年检      		2013-04-24		
K33429714		CaiFuYu   		证书打印  		2013-04-24		
L56219880		guolili   		证书打印  		2013-04-24		
687253003		TangXue   		年检      		2013-04-24		
698939983		WangYunLi 		年检      		2013-04-24		
681174531		ZengWeiGuo		年检      		2013-04-24		
L56221286		MaiLing   		新增      		2013-04-24		
062333038		WengLiNa  		证书打印  		2013-04-24		
L32949002		GuoMiaoL  		证书打印  		2013-04-24		
L3964325X		LiMeiXuan 		年检      		2013-04-24		
062333038		WengLiNa  		申请表修改		2013-04-24		
774294356		WangYunLi 		年检      		2013-04-24		
552774215		GuoMiaoL  		年检      		2013-04-24		
583928723		guolili   		制卡		2013-04-24
583928723		guolili   		证书打印  		2013-04-24		
L56221278		MeiJi     		新增      		2013-04-24		
L56221278		MeiJi     		IC卡发放  		2013-04-24		
774282179		LuShaoYun 		年检      		2013-04-24		
730055054		LiMeiXuan 		年检      		2013-04-24		
583923594		WangYunLi 		年检      		2013-04-24		
573056538		MaiLing   		年检      		2013-04-24		
713810038		TangXue   		年检      		2013-04-24		
583928723		FangQi    		IC卡补卡  		2013-04-24		
676084996		LinYouTao 		制卡		2013-04-24
051078641		MaiLing   		年检      		2013-04-24		
573061708		WangYunLi 		年检      		2013-04-24		
062332908		WuWeiBin  		修改已打印记录		2013-04-24		
754394114		LuShaoYun 		年检      		2013-04-24		
L27908601		ZengWeiGuo		年检      		2013-04-24		
062332553		guolili   		制卡		2013-04-24
L51604368		MaiLing   		年检      		2013-04-24		
062333046		MeiJi     		新增      		2013-04-24		
062333046		MeiJi     		IC卡发放  		2013-04-24		
062333038		WengLiNa  		新增      		2013-04-24		
062332553		guolili   		证书打印  		2013-04-24		
676084494		XiaoYun   		年检      		2013-04-24		
786645045		MaiLing   		年检      		2013-04-24		
L56219346		GuoMiaoL  		证书打印  		2013-04-24		
754381954		LiGuiMei  		证书打印  		2013-04-24		
754381954		LiGuiMei  		变更      		2013-04-24		
780732383		TangXue   		年检      		2013-04-24		
L5622126X		LinZiXiang		证书打印  		2013-04-24		
573061783		FengQiong 		证书打印  		2013-04-24		
786623989		MaiLing   		年检      		2013-04-24		
L19892486		ZhaoJianH 		证书打印  		2013-04-24		
583928723		FangQi    		换证      		2013-04-24		
760398074		LuShaoYun 		年检      		2013-04-24		
687262065		LiMeiXuan 		年检      		2013-04-24		
062331577		guolili   		制卡		2013-04-24
687274939		XiaoYun   		年检      		2013-04-24		
06233302X		MeiJi     		新增      		2013-04-24		
06233302X		MeiJi     		IC卡发放  		2013-04-24		
55735886X		WangYunLi 		年检      		2013-04-24		
062331577		guolili   		证书打印  		2013-04-24		
L5622126X		LinZiXiang		新增      		2013-04-24		
051062252		MaiLing   		年检      		2013-04-24		
798716664		LuShaoYun 		年检      		2013-04-24		
57874820X		WangYunLi 		年检      		2013-04-24		
562444076		MaiLing   		年检      		2013-04-24		
681174814		ZengWeiGuo		年检      		2013-04-24		
676084996		XiaoYun   		IC卡发放  		2013-04-24		
676084996		XiaoYun   		年检      		2013-04-24		
567987301		MaiLing   		年检      		2013-04-24		
573061783		FengQiong 		换证      		2013-04-24		
687251729		LiMeiXuan 		年检      		2013-04-24		
552781829		LinZiXiang		年检      		2013-04-24		
L19892486		ZhaoJianH 		变更      		2013-04-24		
760391139		MaiLing   		年检      		2013-04-24		
774268502		guolili   		制卡		2013-04-24
676061049		FangQi    		年检      		2013-04-24		
57305839X		MaiLing   		年检      		2013-04-24		
68117542X		XiaoYun   		年检      		2013-04-24		
671076073		ZengWeiGuo		年检      		2013-04-24		
L56221163		WengLiNa  		证书打印  		2013-04-24		
201244431		TangXue   		年检      		2013-04-24		
780711558		LiMeiXuan 		年检      		2013-04-24		
562416155		MaiLing   		年检      		2013-04-24		
562406838		MaiLing   		年检      		2013-04-24		
K33429714		CaiFuYu   		换证      		2013-04-24		
557381074		GuoMiaoL  		变更      		2013-04-24		
552762257		MaiLing   		年检      		2013-04-24		
780714505		GuoYuX    		证书打印  		2013-04-24		
567987344		guolili   		制卡		2013-04-24
578705496		FangQi    		年检      		2013-04-24		
774268502		WangYunLi 		IC卡发放  		2013-04-24		
774268502		WangYunLi 		年检      		2013-04-24		
567987344		guolili   		IC卡补卡  		2013-04-24		
780714505		GuoYuX    		变更      		2013-04-24		
573053644		ZengWeiGuo		年检      		2013-04-24		
062333011		WengLiNa  		新增      		2013-04-24		
676097324		LuShaoYun 		年检      		2013-04-24		
L11943285		LiMeiXuan 		年检      		2013-04-24		
573084926		QiuMingJ  		年检      		2013-04-24		
698947983		ZengWeiGuo		年检      		2013-04-24		
557386684		TangXue   		年检      		2013-04-24		
79311498X		GuoMiaoL  		证书打印  		2013-04-24		
567987344		WangYunLi 		年检      		2013-04-24		
L19874747		ChenXiaoYi		年检      		2013-04-24		
594904030		guolili   		证书打印  		2013-04-24		
284002779		LinYouTao 		证书打印  		2013-04-24		
698924677		LiMeiXuan 		年检      		2013-04-24		
062333003		MeiJi     		新增      		2013-04-24		
062333003		MeiJi     		IC卡发放  		2013-04-24		
056386512		MaiLing   		换证      		2013-04-24		
687261628		FengQiong 		年检      		2013-04-24		
754358041		XiaoYun   		年检      		2013-04-24		
578735812		ZengWeiGuo		年检      		2013-04-24		
051057074		guolili   		证书打印  		2013-04-24		
062331294		guolili   		制卡		2013-04-24
747753713		TangXue   		年检      		2013-04-24		
062331294		guolili   		证书打印  		2013-04-24		
L56221251		MeiJi     		新增      		2013-04-24		
L56221251		MeiJi     		IC卡发放  		2013-04-24		
594904030		ZengWeiGuo		换证      		2013-04-24		
062331526		guolili   		制卡		2013-04-24
062331526		guolili   		证书打印  		2013-04-24		
567965663		GuoMiaoL  		证书打印  		2013-04-24		
062332991		WengLiNa  		新增      		2013-04-24		
284002779		XiaoYun   		变更      		2013-04-24		
562414037		FangQi    		年检      		2013-04-24		
051071175		guolili   		证书打印  		2013-04-24		
562402052		WangYunLi 		年检      		2013-04-24		
79314162X		TangXue   		年检      		2013-04-24		
55738198X		WuWeiBin  		年检      		2013-04-24		
754388590		TangXue   		年检      		2013-04-24		
754355801		LuShaoYun 		年检      		2013-04-24		
557351887		YangJinG  		年检      		2013-04-24		
793136556		FengQiong 		年检      		2013-04-24		
698944053		ZengWeiGuo		年检      		2013-04-24		
583922196		FangQi    		年检      		2013-04-24		
774255584		TangXue   		年检      		2013-04-24		
721274802		LuShaoYun 		年检      		2013-04-24		
767450779		MaiLing   		变更      		2013-04-24		
578737842		LiMeiXuan 		年检      		2013-04-24		
L56221243		ChenXiaoYi		证书打印  		2013-04-24		
573080677		WangYunLi 		年检      		2013-04-24		
798708736		ZengWeiGuo		年检      		2013-04-24		
201501207		WuWeiBin  		年检      		2013-04-24		
681180819		QiuMingJ  		证书打印  		2013-04-24		
681180819		QiuMingJ  		换证      		2013-04-24		
665142951		guolili   		制卡		2013-04-24
573064204		ZengWeiGuo		年检      		2013-04-24		
665142951		guolili   		证书打印  		2013-04-24		
693160700		LuShaoYun 		年检      		2013-04-24		
051057074		WangYunLi 		换证      		2013-04-24		
201620441		GuoYuX    		证书打印  		2013-04-24		
L27910357		guolili   		证书打印  		2013-04-24		
583920019		FangQi    		年检      		2013-04-24		
056391178		MaiLing   		换证      		2013-04-24		
578736786		LiMeiXuan 		年检      		2013-04-24		
293705572		XiaoYun   		年检      		2013-04-24		
201620441		GuoYuX    		变更      		2013-04-24		
051071175		FangQi    		换证      		2013-04-24		
L19855626		MaiLing   		换证      		2013-04-24		
583943771		WangYunLi 		年检      		2013-04-24		
L19897412		guolili   		证书打印  		2013-04-24		
665142951		ZengWeiGuo		换证      		2013-04-24		
665142951		ZengWeiGuo		IC卡发放  		2013-04-24		
665142951		ZengWeiGuo		IC卡废置  		2013-04-24		
L27901848		GuoMiaoL  		证书打印  		2013-04-24		
L27910357		LiMeiXuan 		换证      		2013-04-24		
L56221243		ChenXiaoYi		新增      		2013-04-24		
L56220515		GuoMiaoL  		证书打印  		2013-04-24		
687261652		FengQiong 		年检      		2013-04-24		
69317669X		XieXiuHua 		年检      		2013-04-24		
L56220427		guolili   		制卡		2013-04-24
L56220427		guolili   		证书打印  		2013-04-24		
62039061X		WangYunLi 		年检      		2013-04-24		
620002584		XiaoYun   		年检      		2013-04-24		
747782469		ZengWeiGuo		年检      		2013-04-24		
L51602186		LiMeiXuan 		年检      		2013-04-24		
671054173		TangXue   		年检      		2013-04-24		
79313004X		XiaoYun   		年检      		2013-04-24		
730073148		ZengWeiGuo		年检      		2013-04-24		
L56221235		huangfeng 		证书打印  		2013-04-24		
562406686		ZengWeiGuo		年检      		2013-04-24		
L56221235		huangfeng 		新增      		2013-04-24		
583933581		FangQi    		年检      		2013-04-24		
L56221227		MeiJi     		新增      		2013-04-24		
L56221227		MeiJi     		IC卡发放  		2013-04-24		
062332983		LiGuiMei  		证书打印  		2013-04-24		
062328570		GuoMiaoL  		证书打印  		2013-04-24		
589277749		GuoMiaoL  		证书打印  		2013-04-24		
062332983		LiGuiMei  		新增      		2013-04-24		
062332975		WuWeiBin  		证书打印  		2013-04-24		
062331702		guolili   		制卡		2013-04-24
062332975		WuWeiBin  		新增      		2013-04-24		
676065154		ZengWeiGuo		年检      		2013-04-24		
062331702		guolili   		证书打印  		2013-04-24		
L56221219		WengLiNa  		证书打印  		2013-04-24		
676082923		LuShaoYun 		年检      		2013-04-24		
721291290		LiLinJiao 		年检      		2013-04-24		
062331702		MeiJi     		申请表修改		2013-04-24		
730078053		TangXue   		年检      		2013-04-24		
062331243		guolili   		制卡		2013-04-24
062331243		guolili   		证书打印  		2013-04-24		
062332967		MeiJi     		新增      		2013-04-24		
062332967		MeiJi     		IC卡发放  		2013-04-24		
562439891		FangQi    		年检      		2013-04-24		
294121288		LinYouTao 		制卡		2013-04-24
671085519		ZengWeiGuo		年检      		2013-04-24		
062330443		guolili   		制卡		2013-04-24
062330443		guolili   		证书打印  		2013-04-24		
056374191		GuoMiaoL  		证书打印  		2013-04-24		
774286479		ZhouJie   		变更      		2013-04-24		
L56221219		WengLiNa  		新增      		2013-04-24		
780712526		LiMeiXuan 		年检      		2013-04-24		
730049842		GuoMiaoL  		证书打印  		2013-04-24		
056392947		FangQi    		年检      		2013-04-24		
79874653X		LinYouTao 		制卡		2013-04-24
L19883459		guolili   		制卡		2013-04-24
L0436535X		XieXiuHua 		证书打印  		2013-04-24		
578714341		XiaoYun   		年检      		2013-04-24		
L19883459		guolili   		证书打印  		2013-04-24		
671083070		LinYouTao 		制卡		2013-04-24
L0436535X		XieXiuHua 		换证      		2013-04-24		
557396137		WangYunLi 		年检      		2013-04-24		
L56221200		MeiJi     		新增      		2013-04-24		
L56221200		MeiJi     		IC卡发放  		2013-04-24		
687265629		LinYouTao 		制卡		2013-04-24
573075173		LinZiXiang		年检      		2013-04-24		
747764324		ZengWeiGuo		年检      		2013-04-24		
671050295		guolili   		制卡		2013-04-24
671050295		guolili   		证书打印  		2013-04-24		
665118417		LinYouTao 		证书打印  		2013-04-24		
698906436		XiaoYun   		年检      		2013-04-24		
754393509		WangYunLi 		年检      		2013-04-24		
760364827		FangQi    		年检      		2013-04-24		
L56220494		guolili   		制卡		2013-04-24
L56220494		guolili   		证书打印  		2013-04-24		
062332959		XieXiuHua 		证书打印  		2013-04-24		
687295799		LinZiXiang		年检      		2013-04-24		
L56220443		guolili   		制卡		2013-04-24
L56220443		guolili   		证书打印  		2013-04-24		
665120701		FangQi    		年检      		2013-04-24		
062332959		XieXiuHua 		新增      		2013-04-24		
L19883459		WangYunLi 		换证      		2013-04-24		
L19883459		WangYunLi 		IC卡发放  		2013-04-24		
L19883459		WangYunLi 		IC卡废置  		2013-04-24		
L56220494		MeiJi     		申请表修改		2013-04-24		
062331112		guolili   		制卡		2013-04-24
062331112		guolili   		证书打印  		2013-04-24		
786608930		XiaoYun   		年检      		2013-04-24		
L19897412		LiMeiXuan 		换证      		2013-04-24		
L5622054X		GuoMiaoL  		证书打印  		2013-04-24		
589270985		guolili   		证书打印  		2013-04-24		
062331112		MeiJi     		申请表修改		2013-04-24		
681198197		TangXue   		年检      		2013-04-24		
76035272X		LinYouTao 		制卡		2013-04-24
573070188		WangYunLi 		年检      		2013-04-24		
798720065		LiMeiXuan 		年检      		2013-04-24		
760396458		TangXue   		年检      		2013-04-24		
L56219485		guolili   		制卡		2013-04-24
798720065		LiMeiXuan 		年检      		2013-04-24		
665118417		LuShaoYun 		变更      		2013-04-24		
L56219485		guolili   		证书打印  		2013-04-24		
698938198		WangYunLi 		年检      		2013-04-24		
L56219477		guolili   		制卡		2013-04-24
L56219477		guolili   		证书打印  		2013-04-24		
76035272X		XiaoYun   		IC卡发放  		2013-04-24		
76035272X		XiaoYun   		年检      		2013-04-24		
062332940		MeiJi     		新增      		2013-04-24		
062332940		MeiJi     		IC卡发放  		2013-04-24		
56242223X		LiMeiXuan 		年检      		2013-04-24		
55736942X		WangYunLi 		年检      		2013-04-24		
687265629		LuShaoYun 		IC卡发放  		2013-04-24		
687265629		LuShaoYun 		年检      		2013-04-24		
589280139		guolili   		证书打印  		2013-04-24		
687265629		LuShaoYun 		年检      		2013-04-24		
567997067		LiMeiXuan 		年检      		2013-04-24		
062332641		LinYouTao 		制卡		2013-04-24
583935667		WangYunLi 		年检      		2013-04-24		
754390498		XiaoYun   		年检      		2013-04-24		
062332641		LinYouTao 		证书打印  		2013-04-24		
L32931080		LiLinJiao 		年检      		2013-04-24		
062332932		huangfeng 		证书打印  		2013-04-24		
062332932		huangfeng 		新增      		2013-04-24		
L45377541		XieXiuHua 		证书打印  		2013-04-24		
671057657		YangJinG  		年检      		2013-04-24		
78072747X		ZengWeiGuo		年检      		2013-04-24		
754382981		LiLinJiao 		换证      		2013-04-24		
L45377541		XieXiuHua 		换证      		2013-04-24		
671083070		LuShaoYun 		IC卡发放  		2013-04-24		
671083070		LuShaoYun 		年检      		2013-04-24		
754394149		WangYunLi 		年检      		2013-04-24		
55276552X		LiMeiXuan 		年检      		2013-04-24		
062331788		GuoMiaoL  		证书打印  		2013-04-24		
573060502		ChenXiaoYi		年检      		2013-04-24		
062332641		XiaoYun   		申请表修改		2013-04-24		
573065653		LinZiXiang		年检      		2013-04-24		
06233177X		GuoMiaoL  		证书打印  		2013-04-24		
051098757		ZengWeiGuo		年检      		2013-04-24		
578744233		LiMeiXuan 		年检      		2013-04-24		
698909602		LuShaoYun 		年检      		2013-04-24		
557386844		WangYunLi 		年检      		2013-04-24		
73008463X		XiaoYun   		年检      		2013-04-24		
051098757		ZengWeiGuo		年检      		2013-04-24		
056387363		guolili   		证书打印  		2013-04-24		
589270985		WangYunLi 		换证      		2013-04-24		
062331374		guolili   		制卡		2013-04-24
793125363		XiaoYun   		年检      		2013-04-24		
79874653X		LuShaoYun 		IC卡发放  		2013-04-24		
79874653X		LuShaoYun 		年检      		2013-04-24		
062331374		guolili   		证书打印  		2013-04-24		
L56220558		GuoMiaoL  		证书打印  		2013-04-24		
573069996		guolili   		制卡		2013-04-24
573069996		guolili   		证书打印  		2013-04-24		
698919608		ZhaoJianH 		年检      		2013-04-24		
201343982		GuoMiaoL  		证书打印  		2013-04-24		
L51605993		ZengWeiGuo		年检      		2013-04-24		
79874653X		LuShaoYun 		年检      		2013-04-24		
594916832		guolili   		证书打印  		2013-04-24		
L51603445		LiLinJiao 		年检      		2013-04-24		
062331657		GuoMiaoL  		证书打印  		2013-04-24		
562444578		LiMeiXuan 		年检      		2013-04-24		
589280139		WangYunLi 		换证      		2013-04-24		
201462252		LiLinJiao 		年检      		2013-04-24		
671071555		ZhouJie   		证书打印  		2013-04-24		
062331219		LinYouTao 		制卡		2013-04-24
062331251		guolili   		制卡		2013-04-24
062331251		guolili   		证书打印  		2013-04-24		
583911542		FangQi    		年检      		2013-04-24		
062331219		LinYouTao 		证书打印  		2013-04-24		
665147445		LuShaoYun 		年检      		2013-04-24		
L32916374		ZengWeiGuo		年检      		2013-04-24		
L56221198		MeiJi     		新增      		2013-04-24		
L56221198		MeiJi     		IC卡发放  		2013-04-24		
589251717		guolili   		证书打印  		2013-04-24		
742597782		ChenXiaoYi		证书打印  		2013-04-24		
L56220697		XieXiuHua 		证书打印  		2013-04-24		
056387363		LiMeiXuan 		换证      		2013-04-24		
681199261		guolili   		制卡		2013-04-24
767491394		FangQi    		年检      		2013-04-24		
L51624019		ZengWeiGuo		年检      		2013-04-24		
L51616000		LiLinJiao 		年检      		2013-04-24		
062331382		guolili   		制卡		2013-04-24
676050737		XiaoYun   		年检      		2013-04-24		
552752382		LuShaoYun 		年检      		2013-04-24		
C32564713		LiLinJiao 		换证      		2013-04-24		
062331382		guolili   		证书打印  		2013-04-24		
681179498		LiLinJiao 		年检      		2013-04-24		
062331737		guolili   		制卡		2013-04-24
767487432		TangXue   		年检      		2013-04-24		
L39631996		LiLinJiao 		年检      		2013-04-24		
062331737		guolili   		证书打印  		2013-04-24		
698923383		TangXue   		年检      		2013-04-24		
L51603672		ZengWeiGuo		年检      		2013-04-24		
L11926143		LiLinJiao 		年检      		2013-04-24		
671091492		TangXue   		年检      		2013-04-24		
665115443		guolili   		证书打印  		2013-04-24		
L32906328		LiLinJiao 		年检      		2013-04-24		
742597782		ChenXiaoYi		换证      		2013-04-24		
062331630		GuoMiaoL  		证书打印  		2013-04-24		
062331163		guolili   		制卡		2013-04-24
L51603664		ZengWeiGuo		年检      		2013-04-24		
429007766		WangYingY 		证书打印  		2013-04-24		
062331163		guolili   		证书打印  		2013-04-24		
062332924		WengLiNa  		证书打印  		2013-04-24		
294121288		LuShaoYun 		IC卡发放  		2013-04-24		
294121288		LuShaoYun 		年检      		2013-04-24		
L45379184		LiLinJiao 		年检      		2013-04-24		
062331710		guolili   		制卡		2013-04-24
665142660		LinYouTao 		制卡		2013-04-24
693188666		FangQi    		年检      		2013-04-24		
594916832		WangYunLi 		换证      		2013-04-24		
294121288		LuShaoYun 		IC卡发放  		2013-04-24		
294121288		LuShaoYun 		年检      		2013-04-24		
062331710		guolili   		证书打印  		2013-04-24		
L51624000		ZengWeiGuo		年检      		2013-04-24		
681184588		LiMeiXuan 		换证      		2013-04-24		
062332596		guolili   		制卡		2013-04-24
L27928194		LiLinJiao 		年检      		2013-04-24		
665142660		LinYouTao 		证书打印  		2013-04-24		
693188666		FangQi    		证书打印  		2013-04-24		
429007766		WangYingY 		换证      		2013-04-24		
062332596		guolili   		证书打印  		2013-04-24		
693188666		FangQi    		申请表修改		2013-04-24		
L11948334		LiLinJiao 		年检      		2013-04-24		
730084066		ZhouJie   		年检      		2013-04-24		
L5622118X		huangfeng 		证书打印  		2013-04-24		
062331411		guolili   		制卡		2013-04-24
793136230		LiLinJiao 		年检      		2013-04-24		
062331411		guolili   		证书打印  		2013-04-24		
671094298		ZhouJie   		年检      		2013-04-24		
062332924		WengLiNa  		新增      		2013-04-24		
L32919794		LiLinJiao 		年检      		2013-04-24		
L45357575		ZengWeiGuo		年检      		2013-04-24		
L5622118X		huangfeng 		新增      		2013-04-24		
062331307		guolili   		制卡		2013-04-24
671050295		LiMeiXuan 		IC卡发放  		2013-04-24		
671050295		LiMeiXuan 		变更      		2013-04-24		
062331307		guolili   		证书打印  		2013-04-24		
573069996		FangQi    		IC卡发放  		2013-04-24		
573069996		FangQi    		变更      		2013-04-24		
589251717		ZengWeiGuo		换证      		2013-04-24		
793110022		TangXue   		年检      		2013-04-24		
L56220638		GuoMiaoL  		证书打印  		2013-04-24		
062331171		guolili   		制卡		2013-04-24
L19881760		ZhaoJianH 		证书打印  		2013-04-24		
062331171		guolili   		证书打印  		2013-04-24		
671071555		ZhouJie   		换证      		2013-04-24		
062331745		guolili   		制卡		2013-04-24
062331745		guolili   		证书打印  		2013-04-24		
062332916		MeiJi     		新增      		2013-04-24		
062332916		MeiJi     		IC卡发放  		2013-04-24		
681199261		WangYunLi 		年检      		2013-04-24		
735846875		LiLinJiao 		年检      		2013-04-24		
671072099		TangXue   		年检      		2013-04-24		
L45360213		LiLinJiao 		年检      		2013-04-24		
L04398709		LiLinJiao 		换证      		2013-04-24		
062331227		guolili   		制卡		2013-04-24
051085067		FangQi    		年检      		2013-04-24		
062331227		guolili   		证书打印  		2013-04-24		
760367980		XiaoYun   		年检      		2013-04-24		
665142660		LuShaoYun 		换证      		2013-04-24		
665142660		LuShaoYun 		IC卡发放  		2013-04-24		
665142660		LuShaoYun 		IC卡废置  		2013-04-24		
780735867		WangYunLi 		年检      		2013-04-24		
760394014		LiLinJiao 		年检      		2013-04-24		
665115443		ZengWeiGuo		换证      		2013-04-24		
67608817X		FangQi    		年检      		2013-04-24		
567977197		LiGuiMei  		年检      		2013-04-24		
760353001		LiMeiXuan 		年检      		2013-04-24		
062332887		MeiJi     		申请表修改		2013-04-24		
05637313X		guolili   		证书打印  		2013-04-24		
062331278		guolili   		制卡		2013-04-24
062331278		guolili   		证书打印  		2013-04-24		
693157747		ZengWeiGuo		年检      		2013-04-24		
747763540		FangQi    		年检      		2013-04-24		
681194559		WuWeiBin  		证书打印  		2013-04-24		
594921631		GuoMiaoL  		证书打印  		2013-04-24		
760362987		WangYunLi 		年检      		2013-04-24		
681194559		WuWeiBin  		代码迁入		2013-04-24		
693187401		GuoMiaoL  		证书打印  		2013-04-24		
06233046X		guolili   		制卡		2013-04-24
760356202		ZengWeiGuo		年检      		2013-04-24		
06233046X		guolili   		证书打印  		2013-04-24		
552786136		LiMeiXuan 		年检      		2013-04-24		
06233169X		GuoMiaoL  		证书打印  		2013-04-24		
062331729		GuoMiaoL  		证书打印  		2013-04-24		
793100270		FengQiong 		年检      		2013-04-24		
67606010X		ZengWeiGuo		年检      		2013-04-24		
760365512		WangYunLi 		年检      		2013-04-24		
05637313X		FangQi    		换证      		2013-04-24		
L27909807		GuoMiaoL  		证书打印  		2013-04-24		
056371310		LiMeiXuan 		换证      		2013-04-24		
573079086		guolili   		制卡		2013-04-24
